ART9771  , palier , 0.032512
RYR75WX  , palier , -0.032512
FDB1782  , palier , 0.032512
PGT5089  , palier , 0.130048
N6023V   , palier , -1.430528
EJU82VD  , descente , -13.687552000000002
AAL1727  , descente , -6.9250560000000005
THY6233  , montée , 3.673856
JBU2136  , descente , -9.558528
AAY2883  , palier , -0.130048
